player,win
2018-233Topsports GamingFunplus Phoenix:Lwx,0
2018-233Topsports GamingFunplus Phoenix:Xinyi,0
2018-233Topsports GamingFunplus Phoenix:Cool,0
2018-233Topsports GamingFunplus Phoenix:Crisp,0
2018-233Topsports GamingFunplus Phoenix:GimGoon,0
770432:Sword,1
770432:Tarzan,1
770432:Chovy,1
770432:Viper,1
770432:Lehends,1
770432:Kiin,0
770432:Spirit,0
770432:Kuro,0
770432:Aiming,0
770432:TusiN,0
770437:Kiin,0
770437:Spirit,0
770437:Kuro,0
770437:Kramer,0
770437:TusiN,0
770437:Sword,1
770437:Tarzan,1
770437:Chovy,1
770437:Viper,1
770437:Lehends,1
770438:Smeb,0
770438:Score,0
770438:Ucal,0
770438:Deft,0
770438:Mata,0
770438:Lindarang,1
770438:SeongHwan,1
770438:Lava,1
770438:Sangyoon,1
770438:Key,1
770475:Lindarang,1
770475:SeongHwan,1
770475:Lava,1
770475:Sangyoon,1
770475:Key,1
770475:Smeb,0
770475:Score,0
770475:Ucal,0
770475:Deft,0
770475:Mata,0
770540:Crazy,0
770540:Bono,0
770540:Tempt,0
770540:Ghost,0
770540:IgNar,0
770540:SoHwan,1
770540:UmTi,1
770540:Grace,1
770540:Teddy,1
770540:Nova,1
770586:SoHwan,1
770586:UmTi,1
770586:Grace,1
770586:Teddy,1
770586:Nova,1
770586:Crazy,0
770586:Bono,0
770586:Tempt,0
770586:Ghost,0
770586:IgNar,0
770624:ADD,0
770624:Yondu,0
770624:Ian,0
770624:MaHa,0
770624:Max,0
770624:Khan,1
770624:Cuzz,1
770624:Bdd,1
770624:PraY,1
770624:GorillA,1
770655:Khan,1
770655:Peanut,1
770655:Bdd,1
770655:PraY,1
770655:GorillA,1
770655:ADD,0
770655:Yondu,0
770655:Ian,0
770655:MaHa,0
770655:Max,0
770737:Sword,1
770737:Tarzan,1
770737:Chovy,1
770737:Viper,1
770737:Lehends,1
770737:CuVee,0
770737:Haru,0
770737:Fly,0
770737:Ruler,0
770737:CoreJJ,0
770748:CuVee,1
770748:Ambition,1
770748:Crown,1
770748:Ruler,1
770748:CoreJJ,1
770748:Sword,0
770748:Tarzan,0
770748:Chovy,0
770748:Viper,0
770748:Lehends,0
770748:Panky,0
770748:Kirei,0
770748:Humanoid,0
770748:Berentt,0
770748:LongB,0
770748:Ragner,1
770748:Stefan,1
770748:Milica,1
770748:Hades,1
770748:Tolerant,1
770753:Sword,1
770753:Tarzan,1
770753:Chovy,1
770753:Viper,1
770753:Lehends,1
770753:CuVee,0
770753:Ambition,0
770753:Crown,0
770753:Ruler,0
770753:CoreJJ,0
770790:Lindarang,0
770790:SeongHwan,0
770790:Lava,0
770790:Sangyoon,0
770790:Key,0
770790:Thal,1
770790:Blank,1
770790:Faker,1
770790:Bang,1
770790:Effort,1
770800:Thal,0
770800:Blank,0
770800:Faker,0
770800:Bang,0
770800:Effort,0
770800:Lindarang,1
770800:SeongHwan,1
770800:Lava,1
770800:Sangyoon,1
770800:Key,1
770804:Lindarang,1
770804:SeongHwan,1
770804:Lava,1
770804:Sangyoon,1
770804:Key,1
770804:Thal,0
770804:Blank,0
770804:Faker,0
770804:Bang,0
770804:Effort,0
760714:Khan,0
760714:Peanut,0
760714:Bdd,0
760714:PraY,0
760714:GorillA,0
760714:SoHwan,1
760714:UmTi,1
760714:Grace,1
760714:Teddy,1
760714:Nova,1
760743:SoHwan,0
760743:UmTi,0
760743:Grace,0
760743:Teddy,0
760743:Nova,0
760743:Khan,1
760743:Cuzz,1
760743:Bdd,1
760743:PraY,1
760743:GorillA,1
760745:Khan,0
760745:Cuzz,0
760745:Bdd,0
760745:PraY,0
760745:GorillA,0
760745:SoHwan,1
760745:UmTi,1
760745:Grace,1
760745:Teddy,1
760745:Nova,1
760765:ADD,1
760765:Yondu,1
760765:Ian,1
760765:Pilot,1
760765:Max,1
760765:Crazy,0
760765:Bono,0
760765:Tempt,0
760765:Ghost,0
760765:IgNar,0
760785:Crazy,1
760785:Trick,1
760785:Tempt,1
760785:Ghost,1
760785:IgNar,1
760785:ADD,0
760785:Yondu,0
760785:Ian,0
760785:Pilot,0
760785:Max,0
760796:ADD,1
760796:Yondu,1
760796:Ian,1
760796:Pilot,1
760796:Max,1
760796:Crazy,0
760796:Trick,0
760796:Tempt,0
760796:Ghost,0
760796:IgNar,0
771018:Smeb,0
771018:Score,0
771018:Ucal,0
771018:Deft,0
771018:Mata,0
771018:Kiin,1
771018:Mowgli,1
771018:Kuro,1
771018:Aiming,1
771018:TusiN,1
771052:Kiin,0
771052:Mowgli,0
771052:Kuro,0
771052:Aiming,0
771052:TusiN,0
771052:Smeb,1
771052:Score,1
771052:Ucal,1
771052:Deft,1
771052:Mata,1
771055:Smeb,1
771055:Score,1
771055:Ucal,1
771055:Deft,1
771055:Mata,1
771055:Kiin,0
771055:Mowgli,0
771055:Kuro,0
771055:Kramer,0
771055:TusiN,0
771077:Lindarang,1
771077:SeongHwan,1
771077:Sangyoon,1
771077:Lava,1
771077:Key,1
771077:CuVee,0
771077:Haru,0
771077:Fly,0
771077:Ruler,0
771077:CoreJJ,0
771085:Lindarang,0
771085:SeongHwan,0
771085:Lava,0
771085:Sangyoon,0
771085:Key,0
771085:CuVee,1
771085:Ambition,1
771085:Fly,1
771085:Ruler,1
771085:CoreJJ,1
771081:CuVee,1
771081:Ambition,1
771081:Fly,1
771081:Ruler,1
771081:CoreJJ,1
771081:Lindarang,0
771081:SeongHwan,0
771081:Lava,0
771081:Sangyoon,0
771081:Key,0
1002600014:Smittyj,0
1002600014:Shook,0
1002600014:Selfie,0
1002600014:Sheriff,0
1002600014:promisq,0
1002600014:Cabochard,1
1002600014:Gilius,1
1002600014:Jiizuke,1
1002600014:Attila,1
1002600014:Jactroll,1
1002600025:Ruin,0
1002600025:Djoko,0
1002600025:Betsy,0
1002600025:Steeelback,0
1002600025:SirNukesAlot,0
1002600025:Vizicsacsi,1
1002600025:Amazing,1
1002600025:Nukeduck,1
1002600025:Upset,1
1002600025:Vander,1
1002600033:Profit,1
1002600033:Memento,1
1002600033:Blanc,1
1002600033:HeaQ,1
1002600033:Norskeren,1
1002600033:WhiteKnight,0
1002600033:Kold,0
1002600033:Exileh,0
1002600033:Neon,0
1002600033:Totoro,0
1002600040:Odoamne,1
1002600040:Xerxe,1
1002600040:Nisqy,1
1002600040:Kobbe,1
1002600040:kaSing,1
1002600040:sOAZ,0
1002600040:Broxah,0
1002600040:Caps,0
1002600040:Bwipo,0
1002600040:Hylissang,0
1002600047:Alphari,1
1002600047:Maxlore,1
1002600047:Sencux,1
1002600047:Hans Sama,1
1002600047:Mikyx,1
1002600047:Wunder,0
1002600047:Jankos,0
1002600047:Perkz,0
1002600047:Hjarnan,0
1002600047:Wadid,0
1002590056:WhiteKnight,1
1002590056:Kold,1
1002590056:Exileh,1
1002590056:Neon,1
1002590056:Totoro,1
1002590056:Smittyj,0
1002590056:Shook,0
1002590056:Selfie,0
1002590056:Sheriff,0
1002590056:promisq,0
1002590070:Vizicsacsi,1
1002590070:Amazing,1
1002590070:Nukeduck,1
1002590070:Upset,1
1002590070:Vander,1
1002590070:Odoamne,0
1002590070:Xerxe,0
1002590070:Nisqy,0
1002590070:Kobbe,0
1002590070:kaSing,0
1002590076:Wunder,0
1002590076:Jankos,0
1002590076:Perkz,0
1002590076:Hjarnan,0
1002590076:Wadid,0
1002590076:Ruin,1
1002590076:Djoko,1
1002590076:Betsy,1
1002590076:Steeelback,1
1002590076:SirNukesAlot,1
1002590088:sOAZ,1
1002590088:Broxah,1
1002590088:Caps,1
1002590088:Bwipo,1
1002590088:Hylissang,1
1002590088:Profit,0
1002590088:Memento,0
1002590088:Blanc,0
1002590088:HeaQ,0
1002590088:Norskeren,0
1002590098:Alphari,1
1002590098:Maxlore,1
1002590098:Sencux,1
1002590098:Hans Sama,1
1002590098:Mikyx,1
1002590098:Cabochard,0
1002590098:Gilius,0
1002590098:Jiizuke,0
1002590098:Attila,0
1002590098:Jactroll,0
1002670206:Huni,0
1002670206:Dardoch,0
1002670206:Damonte,0
1002670206:Altec,0
1002670206:Feng,0
1002670206:Darshan,1
1002670206:Reignover,1
1002670206:huhi,1
1002670206:Stixxay,1
1002670206:Biofrost,1
1002670210:Ssumday,1
1002670210:AnDa,1
1002670210:Cody Sun,1
1002670210:Ryu,1
1002670210:aphromoo,1
1002670210:Hauntzer,0
1002670210:Grig,0
1002670210:Bjergsen,0
1002670210:Zven,0
1002670210:Mithy,0
1002670214:Solo,0
1002670214:LirA,0
1002670214:Febiven,0
1002670214:Apollo,0
1002670214:Hakuho,0
1002670214:Lourlo,1
1002670214:Contractz,1
1002670214:Mickey,1
1002670214:Deftly,1
1002670214:Matt,1
1002670217:Impact,1
1002670217:Xmithie,1
1002670217:Pobelter,1
1002670217:Doublelift,1
1002670217:Olleh,1
1002670217:Dhokla,0
1002670217:Akaadian,0
1002670217:PowerOfEvil,0
1002670217:Arrow,0
1002670217:BIG,0
1002670221:Licorice,1
1002670221:Svenskeren,1
1002670221:Jensen,1
1002670221:Sneaky,1
1002670221:Zeyzal,1
1002670221:Flame,0
1002670221:Santorin,0
1002670221:Keane,0
1002670221:WILDTURTLE,0
1002670221:JayJ,0
1002670227:Lourlo,1
1002670227:Contractz,1
1002670227:Mickey,1
1002670227:Deftly,1
1002670227:Matt,1
1002670227:Ssumday,0
1002670227:AnDa,0
1002670227:Ryu,0
1002670227:Cody Sun,0
1002670227:aphromoo,0
1002670235:Flame,1
1002670235:Santorin,1
1002670235:Keane,1
1002670235:WILDTURTLE,1
1002670235:JayJ,1
1002670235:Impact,0
1002670235:Xmithie,0
1002670235:Pobelter,0
1002670235:Doublelift,0
1002670235:Olleh,0
1002670249:Hauntzer,0
1002670249:Grig,0
1002670249:Bjergsen,0
1002670249:Zven,0
1002670249:Mithy,0
1002670249:Huni,1
1002670249:Dardoch,1
1002670249:Damonte,1
1002670249:Altec,1
1002670249:Feng,1
1002670254:Darshan,1
1002670254:Reignover,1
1002670254:huhi,1
1002670254:Stixxay,1
1002670254:Biofrost,1
1002670254:Licorice,0
1002670254:Svenskeren,0
1002670254:Jensen,0
1002670254:Sneaky,0
1002670254:Zeyzal,0
1002670260:Dhokla,0
1002670260:Akaadian,0
1002670260:PowerOfEvil,0
1002670260:Arrow,0
1002670260:BIG,0
1002670260:Solo,1
1002670260:LirA,1
1002670260:Febiven,1
1002670260:Apollo,1
1002670260:Hakuho,1
740070:PieCakeLord,0
740070:MikeYeung,0
740070:Ablazeolive,0
740070:MrRallez,0
740070:Shady,0
740070:Shiro,1
740070:Blaber,1
740070:Goldenglue,1
740070:Keith,1
740070:Smoothie,1
740073:FallnBandit,1
740073:Wiggily,1
740073:Auto,1
740073:Tuesday,1
740073:Fill,1
740073:Ngo,0
740073:Meteos,0
740073:Pekin Woof,0
740073:Erry,0
740073:Kwon,0
740077:Brandini,1
740077:Levi,1
740077:Linsanity,1
740077:Rikara,1
740077:Stunt,1
740077:V1per,0
740077:Hard,0
740077:Insanity,0
740077:Shoryu,0
740077:Joey,0
740080:NintendudeX,0
740080:OddOrange,0
740080:Yusui,0
740080:Lost,0
740080:Adrian,0
740080:Maxtrobo,1
740080:Moon,1
740080:Sun,1
740080:Piglet,1
740080:Vulcan,1
740083:Allorim,1
740083:Fanatiik,1
740083:Palafox,1
740083:Eclipse,1
740083:Gate,1
740083:zig,0
740083:Potluck,0
740083:bobqin,0
740083:Benji,0
740083:Sheep,0
730053:Ngo,1
730053:Meteos,1
730053:Pekin Woof,1
730053:Erry,1
730053:Kwon,1
730053:Allorim,0
730053:Fanatiik,0
730053:Palafox,0
730053:Eclipse,0
730053:Gate,0
740092:Maxtrobo,0
740092:Moon,0
740092:Sun,0
740092:Piglet,0
740092:Vulcan,0
740092:Shiro,1
740092:Blaber,1
740092:Goldenglue,1
740092:Keith,1
740092:Smoothie,1
740102:PieCakeLord,0
740102:MikeYeung,0
740102:Ablazeolive,0
740102:MrRallez,0
740102:Shady,0
740102:Brandini,1
740102:Levi,1
740102:Linsanity,1
740102:Rikara,1
740102:Stunt,1
730057:zig,1
730057:Potluck,1
730057:bobqin,1
730057:Benji,1
730057:Sheep,1
730057:NintendudeX,0
730057:OddOrange,0
730057:Yusui,0
730057:Lost,0
730057:Adrian,0
0:V1per,1
0:Hard,1
0:Insanity,1
0:Shoryu,1
0:Joey,1
0:FallnBandit,0
0:Wiggily,0
0:Auto,0
0:Tuesday,0
0:Fill,0
1710360:Ziv,0
1710360:Taizan,0
1710360:Wako,0
1710360:An,0
1710360:Albis,0
1710360:BoBo,1
1710360:Bugi,1
1710360:Apex,1
1710360:Deul,1
1710360:Dreamer,1
1710391:BoBo,1
1710391:Bugi,1
1710391:Apex,1
1710391:Deul,1
1710391:Dreamer,1
1710391:Ziv,0
1710391:Taizan,0
1710391:Wako,0
1710391:An,0
1710391:Albis,0
1710401:Rest,1
1710401:Breaker,1
1710401:FoFo,1
1710401:Lilv,1
1710401:Ysera,1
1710401:Hanabi,0
1710401:Morning,0
1710401:Maple,0
1710401:Betty,0
1710401:SwordArt,0
1710421:Hanabi,1
1710421:Moojin,1
1710421:Maple,1
1710421:Betty,1
1710421:SwordArt,1
1710421:Rest,0
1710421:Breaker,0
1710421:FoFo,0
1710421:Lilv,0
1710421:Ysera,0
1710422:Rest,0
1710422:Breaker,0
1710422:FoFo,0
1710422:Lilv,0
1710422:Ysera,0
1710422:Hanabi,1
1710422:Moojin,1
1710422:Maple,1
1710422:Betty,1
1710422:SwordArt,1
1700473:Hanabi,1
1700473:Moojin,1
1700473:Maple,1
1700473:Betty,1
1700473:SwordArt,1
1700473:PK,0
1700473:baybay,0
1700473:Candy,0
1700473:Wuji,0
1700473:Koala,0
1700518:PK,0
1700518:baybay,0
1700518:Candy,0
1700518:Stitch,0
1700518:Koala,0
1700518:MMD,1
1700518:Moojin,1
1700518:Maple,1
1700518:Betty,1
1700518:SwordArt,1
1700546:erssu,1
1700546:Gemini,1
1700546:cyeol,1
1700546:Unified,1
1700546:Kaiwing,1
1700546:Ninuo,0
1700546:Epic,0
1700546:Moonblack,0
1700546:Rainbow,0
1700546:Zest,0
1700586:Ninuo,0
1700586:Butter,0
1700586:Rainbow,0
1700586:Moonblack,0
1700586:Zest,0
1700586:erssu,1
1700586:Gemini,1
1700586:cyeol,1
1700586:Unified,1
1700586:Kaiwing,1
1700675:Rock,1
1700675:Kongyue,1
1700675:Uniboy,1
1700675:Breeze,1
1700675:K,1
1700675:Ziv,0
1700675:Westdoor,0
1700675:Wako,0
1700675:An,0
1700675:Albis,0
1700698:Ziv,0
1700698:Taizan,0
1700698:Wako,0
1700698:An,0
1700698:Albis,0
1700698:Rock,1
1700698:Kongyue,1
1700698:Uniboy,1
1700698:Breeze,1
1700698:K,1
1700720:BoBo,1
1700720:Bugi,1
1700720:Apex,1
1700720:Deul,1
1700720:Dreamer,1
1700720:erssu,0
1700720:Gemini,0
1700720:cyeol,0
1700720:Unified,0
1700720:Kaiwing,0
1700726:erssu,1
1700726:Gemini,1
1700726:cyeol,1
1700726:Unified,1
1700726:Kaiwing,1
1700726:BoBo,0
1700726:Bugi,0
1700726:Apex,0
1700726:Deul,0
1700726:Dreamer,0
1700727:BoBo,1
1700727:Bugi,1
1700727:Apex,1
1700727:Deul,1
1700727:Dreamer,1
1700727:erssu,0
1700727:Gemini,0
1700727:cyeol,0
1700727:Unified,0
1700727:Kaiwing,0
1710820:Rock,1
1710820:Kongyue,1
1710820:Uniboy,1
1710820:Breeze,1
1710820:K,1
1710820:PingPong,0
1710820:Epic,0
1710820:Rainbow,0
1710820:Moonblack,0
1710820:Zest,0
1710849:PingPong,0
1710849:Butter,0
1710849:Rainbow,0
1710849:Moonblack,0
1710849:Zest,0
1710849:Rock,1
1710849:Kongyue,1
1710849:Uniboy,1
1710849:Breeze,1
1710849:K,1
1710860:PK,0
1710860:baybay,0
1710860:Candy,0
1710860:Wuji,0
1710860:Koala,0
1710860:Rest,1
1710860:Breaker,1
1710860:FoFo,1
1710860:Lilv,1
1710860:Ysera,1
1710874:PK,1
1710874:baybay,1
1710874:Candy,1
1710874:Wuji,1
1710874:Koala,1
1710874:Rest,0
1710874:Breaker,0
1710874:FoFo,0
1710874:Lilv,0
1710874:Ysera,0
1710875:Rest,1
1710875:Breaker,1
1710875:FoFo,1
1710875:Lilv,1
1710875:Ysera,1
1710875:PK,0
1710875:baybay,0
1710875:Candy,0
1710875:Wuji,0
1710875:Koala,0
771177:Kiin,1
771177:Spirit,1
771177:Kuro,1
771177:Aiming,1
771177:TusiN,1
771177:Sword,0
771177:Tarzan,0
771177:Viper,0
771177:Chovy,0
771177:Lehends,0
761048:Sword,0
761048:Tarzan,0
761048:Viper,0
761048:Rather,0
761048:Lehends,0
761048:Kiin,1
761048:Spirit,1
761048:Kuro,1
761048:Aiming,1
761048:TusiN,1
771203:ADD,1
771203:Yondu,1
771203:Ian,1
771203:Pilot,1
771203:Max,1
771203:Thal,0
771203:Blank,0
771203:Faker,0
771203:Bang,0
771203:Effort,0
761090:Thal,1
761090:Blank,1
761090:Faker,1
761090:Bang,1
761090:Effort,1
761090:ADD,0
761090:Yondu,0
761090:Ian,0
761090:Pilot,0
761090:Max,0
761094:ADD,0
761094:Yondu,0
761094:Ian,0
761094:Pilot,0
761094:Max,0
761094:Thal,1
761094:Blank,1
761094:Faker,1
761094:Bang,1
761094:Effort,1
771285:CuVee,1
771285:Ambition,1
771285:Fly,1
771285:Ruler,1
771285:CoreJJ,1
771285:Khan,0
771285:Cuzz,0
771285:Bdd,0
771285:PraY,0
771285:GorillA,0
771306:Khan,0
771306:Peanut,0
771306:Bdd,0
771306:PraY,0
771306:GorillA,0
771306:CuVee,1
771306:Ambition,1
771306:Fly,1
771306:Ruler,1
771306:CoreJJ,1
771310:SoHwan,1
771310:UmTi,1
771310:Grace,1
771310:Teddy,1
771310:Nova,1
771310:Crazy,0
771310:Trick,0
771310:Tempt,0
771310:Ghost,0
771310:IgNar,0
771337:Crazy,1
771337:Trick,1
771337:Tempt,1
771337:Ghost,1
771337:IgNar,1
771337:SoHwan,0
771337:UmTi,0
771337:Grace,0
771337:Teddy,0
771337:Nova,0
771348:SoHwan,0
771348:UmTi,0
771348:Grace,0
771348:Teddy,0
771348:Nova,0
771348:Crazy,1
771348:Trick,1
771348:Tempt,1
771348:Ghost,1
771348:IgNar,1
761293:Lindarang,0
761293:SeongHwan,0
761293:Lava,0
761293:Sangyoon,0
761293:Key,0
761293:Sword,1
761293:Tarzan,1
761293:Rather,1
761293:Viper,1
761293:Lehends,1
761307:Sword,1
761307:Tarzan,1
761307:Chovy,1
761307:Viper,1
761307:Lehends,1
761307:Lindarang,0
761307:SeongHwan,0
761307:Lava,0
761307:Sangyoon,0
761307:Key,0
761330:Kingen,0
761330:Score,0
761330:Ucal,0
761330:Deft,0
761330:Mata,0
761330:Thal,1
761330:Blank,1
761330:Faker,1
761330:Bang,1
761330:Effort,1
761353:Thal,0
761353:Blank,0
761353:Faker,0
761353:Bang,0
761353:Effort,0
761353:Smeb,1
761353:Score,1
761353:Ucal,1
761353:Deft,1
761353:Mata,1
761362:Smeb,1
761362:Score,1
761362:Ucal,1
761362:Deft,1
761362:Mata,1
761362:Thal,0
761362:Blank,0
761362:Faker,0
761362:Bang,0
761362:Effort,0
761429:SoHwan,1
761429:UmTi,1
761429:Grace,1
761429:Teddy,1
761429:Nova,1
761429:ADD,0
761429:Yondu,0
761429:Ian,0
761429:Pilot,0
761429:Max,0
761452:ADD,1
761452:Yondu,1
761452:Ian,1
761452:Pilot,1
761452:Motive,1
761452:SoHwan,0
761452:UmTi,0
761452:Grace,0
761452:Teddy,0
761452:Nova,0
761475:SoHwan,1
761475:UmTi,1
761475:Grace,1
761475:Teddy,1
761475:Nova,1
761475:ADD,0
761475:Yondu,0
761475:Ian,0
761475:Pilot,0
761475:Max,0
761477:Crazy,1
761477:Trick,1
761477:Tempt,1
761477:Ghost,1
761477:IgNar,1
761477:Kiin,0
761477:Spirit,0
761477:Kuro,0
761477:Aiming,0
761477:TusiN,0
761501:Kiin,1
761501:Spirit,1
761501:Kuro,1
761501:Aiming,1
761501:TusiN,1
761501:Crazy,0
761501:Trick,0
761501:Tempt,0
761501:Ghost,0
761501:IgNar,0
761512:Crazy,1
761512:Trick,1
761512:Tempt,1
761512:Ghost,1
761512:IgNar,1
761512:Kiin,0
761512:Spirit,0
761512:Kuro,0
761512:Aiming,0
761512:TusiN,0
771712:Sword,0
771712:Tarzan,0
771712:Chovy,0
771712:Viper,0
771712:Lehends,0
771712:Smeb,1
771712:Score,1
771712:Ucal,1
771712:Deft,1
771712:Mata,1
771719:Smeb,0
771719:Score,0
771719:Ucal,0
771719:Deft,0
771719:Mata,0
771719:Sword,1
771719:Tarzan,1
771719:Chovy,1
771719:Viper,1
771719:Lehends,1
771721:Sword,0
771721:Tarzan,0
771721:Chovy,0
771721:Viper,0
771721:Lehends,0
771721:Smeb,1
771721:Score,1
771721:Ucal,1
771721:Deft,1
771721:Mata,1
771735:Thal,1
771735:Blank,1
771735:Pirean,1
771735:Bang,1
771735:Effort,1
771735:Lindarang,0
771735:SeongHwan,0
771735:Lava,0
771735:Sangyoon,0
771735:Key,0
771755:Brook,0
771755:Mightybear,0
771755:Kuzan,0
771755:Clever,0
771755:Asper,0
771755:Thal,1
771755:Blank,1
771755:Pirean,1
771755:Bang,1
771755:Effort,1
730241:zig,0
730241:Potluck,0
730241:bobqin,0
730241:Benji,0
730241:Sheep,0
730241:V1per,1
730241:Hard,1
730241:Insanity,1
730241:Shoryu,1
730241:Joey,1
740280:V1per,1
740280:Hard,1
740280:Insanity,1
740280:Shoryu,1
740280:Joey,1
740280:Ngo,0
740280:Meteos,0
740280:Pekin Woof,0
740280:Erry,0
740280:Kwon,0
730248:Ngo,0
730248:Meteos,0
730248:Pekin Woof,0
730248:Erry,0
730248:Kwon,0
730248:Maxtrobo,1
730248:Moon,1
730248:Sun,1
730248:Piglet,1
730248:Vulcan,1
740286:Maxtrobo,1
740286:Moon,1
740286:Sun,1
740286:Piglet,1
740286:Vulcan,1
740286:Brandini,0
740286:Levi,0
740286:Linsanity,0
740286:Cody Sun,0
740286:Stunt,0
730253:Brandini,1
730253:Levi,1
730253:Linsanity,1
730253:Cody Sun,1
730253:Stunt,1
730253:FallnBandit,0
730253:Wiggily,0
730253:Tuesday,0
730253:Auto,0
730253:Fill,0
740288:FallnBandit,1
740288:Wiggily,1
740288:Tuesday,1
740288:Auto,1
740288:Fill,1
740288:Allorim,0
740288:Fanatiik,0
740288:Palafox,0
740288:Eclipse,0
740288:Gate,0
730257:Allorim,0
730257:Fanatiik,0
730257:Palafox,0
730257:Eclipse,0
730257:Gate,0
730257:Shiro,1
730257:Svenskeren,1
730257:Goldenglue,1
730257:Keith,1
730257:Smoothie,1
740293:Shiro,1
740293:Svenskeren,1
740293:Goldenglue,1
740293:Keith,1
740293:Smoothie,1
740293:NintendudeX,0
740293:OddOrange,0
740293:Yusui,0
740293:Lost,0
740293:Mabrey,0
730260:NintendudeX,0
730260:OddOrange,0
730260:Yusui,0
730260:Lost,0
730260:Mabrey,0
730260:PieCakeLord,1
730260:MikeYeung,1
730260:Ablazeolive,1
730260:MrRallez,1
730260:Shady,1
740295:PieCakeLord,1
740295:MikeYeung,1
740295:Ablazeolive,1
740295:MrRallez,1
740295:Shady,1
740295:zig,0
740295:Potluck,0
740295:bobqin,0
740295:Benji,0
740295:Sheep,0
730279:V1per,0
730279:Hard,0
730279:Insanity,0
730279:Shoryu,0
730279:Joey,0
730279:Shiro,1
730279:Svenskeren,1
730279:Goldenglue,1
730279:Keith,1
730279:Smoothie,1
740326:zig,0
740326:Potluck,0
740326:bobqin,0
740326:Benji,0
740326:Sheep,0
740326:FallnBandit,1
740326:Wiggily,1
740326:Tuesday,1
740326:Auto,1
740326:Fill,1
730280:Ngo,1
730280:Meteos,1
730280:Pekin Woof,1
730280:Erry,1
730280:Kwon,1
730280:Brandini,0
730280:Levi,0
730280:Linsanity,0
730280:Rikara,0
730280:Stunt,0
740331:Allorim,0
740331:Fanatiik,0
740331:Palafox,0
740331:Eclipse,0
740331:Gate,0
740331:NintendudeX,1
740331:OddOrange,1
740331:Yusui,1
740331:Lost,1
740331:Mabrey,1
730287:PieCakeLord,1
730287:MikeYeung,1
730287:Ablazeolive,1
730287:MrRallez,1
730287:Shady,1
730287:Maxtrobo,0
730287:Moon,0
730287:Sun,0
730287:Piglet,0
730287:Vulcan,0
771808:Khan,1
771808:Peanut,1
771808:Bdd,1
771808:PraY,1
771808:GorillA,1
771808:MaHa,0
771808:Yondu,0
771808:Ian,0
771808:Pilot,0
771808:Motive,0
771828:MaHa,0
771828:Yondu,0
771828:Ian,0
771828:Pilot,0
771828:Motive,0
771828:Khan,1
771828:Cuzz,1
771828:Bdd,1
771828:PraY,1
771828:GorillA,1
771841:Kiin,1
771841:Spirit,1
771841:Kuro,1
771841:Aiming,1
771841:TusiN,1
771841:CuVee,0
771841:Ambition,0
771841:Fly,0
771841:Ruler,0
771841:CoreJJ,0
771864:CuVee,1
771864:Ambition,1
771864:Fly,1
771864:Ruler,1
771864:CoreJJ,1
771864:Kiin,0
771864:Spirit,0
771864:Kuro,0
771864:Aiming,0
771864:TusiN,0
771870:Kiin,0
771870:Spirit,0
771870:Kuro,0
771870:Aiming,0
771870:TusiN,0
771870:CuVee,1
771870:Ambition,1
771870:Fly,1
771870:Ruler,1
771870:CoreJJ,1
1002600100:Odoamne,1
1002600100:Xerxe,1
1002600100:Nisqy,1
1002600100:Kobbe,1
1002600100:kaSing,1
1002600100:Ruin,0
1002600100:Djoko,0
1002600100:Betsy,0
1002600100:Steeelback,0
1002600100:SirNukesAlot,0
1002590120:Vizicsacsi,1
1002590120:Amazing,1
1002590120:Nukeduck,1
1002590120:Upset,1
1002590120:Vander,1
1002590120:Smittyj,0
1002590120:Shook,0
1002590120:Selfie,0
1002590120:Sheriff,0
1002590120:promisq,0
1002590126:Profit,0
1002590126:Memento,0
1002590126:Blanc,0
1002590126:HeaQ,0
1002590126:Norskeren,0
1002590126:Alphari,1
1002590126:Maxlore,1
1002590126:Sencux,1
1002590126:Hans Sama,1
1002590126:Mikyx,1
1002590133:WhiteKnight,0
1002590133:Kold,0
1002590133:Exileh,0
1002590133:Neon,0
1002590133:Totoro,0
1002590133:sOAZ,1
1002590133:Broxah,1
1002590133:Caps,1
1002590133:Bwipo,1
1002590133:Hylissang,1
1002590140:Wunder,1
1002590140:Jankos,1
1002590140:Perkz,1
1002590140:Hjarnan,1
1002590140:Wadid,1
1002590140:Cabochard,0
1002590140:Gilius,0
1002590140:Jiizuke,0
1002590140:Attila,0
1002590140:Jactroll,0
1002600146:Vizicsacsi,1
1002600146:Amazing,1
1002600146:Nukeduck,1
1002600146:Upset,1
1002600146:Vander,1
1002600146:WhiteKnight,0
1002600146:Kold,0
1002600146:Exileh,0
1002600146:Neon,0
1002600146:Totoro,0
1002590163:Smittyj,0
1002590163:Shook,0
1002590163:Selfie,0
1002590163:Sheriff,0
1002590163:promisq,0
1002590163:Ruin,1
1002590163:Djoko,1
1002590163:Betsy,1
1002590163:Steeelback,1
1002590163:SirNukesAlot,1
1002600164:Odoamne,1
1002600164:Xerxe,1
1002600164:Nisqy,1
1002600164:Kobbe,1
1002600164:kaSing,1
1002600164:Cabochard,0
1002600164:Gilius,0
1002600164:Jiizuke,0
1002600164:Attila,0
1002600164:Jactroll,0
1002590175:Alphari,0
1002590175:Maxlore,0
1002590175:Sencux,0
1002590175:Hans Sama,0
1002590175:Mikyx,0
1002590175:sOAZ,1
1002590175:Broxah,1
1002590175:Caps,1
1002590175:Bwipo,1
