src_player,dest_position,relation
2018-221Funplus PhoenixRogue Warriors:Xinyi,Jungle,HAS_POSITION
2018-221Funplus PhoenixRogue Warriors:Cool,Middle,HAS_POSITION
2018-221Funplus PhoenixRogue Warriors:Crisp,Support,HAS_POSITION
2018-221Funplus PhoenixRogue Warriors:GimGoon,Top,HAS_POSITION
2018-221Funplus PhoenixRogue Warriors:SmLz,ADC,HAS_POSITION
2018-221Funplus PhoenixRogue Warriors:Flawless,Jungle,HAS_POSITION
2018-221Funplus PhoenixRogue Warriors:Doinb,Middle,HAS_POSITION
2018-221Funplus PhoenixRogue Warriors:killua,Support,HAS_POSITION
2018-221Funplus PhoenixRogue Warriors:Mouse,Top,HAS_POSITION
2018-222Funplus PhoenixRogue Warriors:Lwx,ADC,HAS_POSITION
2018-222Funplus PhoenixRogue Warriors:Xinyi,Jungle,HAS_POSITION
2018-222Funplus PhoenixRogue Warriors:Cool,Middle,HAS_POSITION
2018-222Funplus PhoenixRogue Warriors:Crisp,Support,HAS_POSITION
2018-222Funplus PhoenixRogue Warriors:GimGoon,Top,HAS_POSITION
2018-222Funplus PhoenixRogue Warriors:SmLz,ADC,HAS_POSITION
2018-222Funplus PhoenixRogue Warriors:Flawless,Jungle,HAS_POSITION
2018-222Funplus PhoenixRogue Warriors:Doinb,Middle,HAS_POSITION
2018-222Funplus PhoenixRogue Warriors:killua,Support,HAS_POSITION
2018-222Funplus PhoenixRogue Warriors:Mouse,Top,HAS_POSITION
2018-221Snake EsportsRogue Warriors:Guoguo,ADC,HAS_POSITION
2018-221Snake EsportsRogue Warriors:Maestr0,Jungle,HAS_POSITION
2018-221Snake EsportsRogue Warriors:SofM,Middle,HAS_POSITION
2018-221Snake EsportsRogue Warriors:Hudie,Support,HAS_POSITION
2018-221Snake EsportsRogue Warriors:Flandre,Top,HAS_POSITION
2018-221Snake EsportsRogue Warriors:SmLz,ADC,HAS_POSITION
2018-221Snake EsportsRogue Warriors:Flawless,Jungle,HAS_POSITION
2018-221Snake EsportsRogue Warriors:Doinb,Middle,HAS_POSITION
2018-221Snake EsportsRogue Warriors:killua,Support,HAS_POSITION
2018-221Snake EsportsRogue Warriors:Mouse,Top,HAS_POSITION
2018-222Snake EsportsRogue Warriors:Guoguo,ADC,HAS_POSITION
2018-222Snake EsportsRogue Warriors:SofM,Jungle,HAS_POSITION
2018-222Snake EsportsRogue Warriors:Maestr0,Middle,HAS_POSITION
2018-222Snake EsportsRogue Warriors:Hudie,Support,HAS_POSITION
2018-222Snake EsportsRogue Warriors:Flandre,Top,HAS_POSITION
2018-222Snake EsportsRogue Warriors:SmLz,ADC,HAS_POSITION
2018-222Snake EsportsRogue Warriors:Flawless,Jungle,HAS_POSITION
2018-222Snake EsportsRogue Warriors:Doinb,Middle,HAS_POSITION
2018-222Snake EsportsRogue Warriors:killua,Support,HAS_POSITION
2018-222Snake EsportsRogue Warriors:Mouse,Top,HAS_POSITION
2018-221Suning GamingJD Gaming:Fury,ADC,HAS_POSITION
2018-221Suning GamingJD Gaming:H4cker,Jungle,HAS_POSITION
2018-221Suning GamingJD Gaming:fenfen,Middle,HAS_POSITION
2018-221Suning GamingJD Gaming:Yoon,Support,HAS_POSITION
2018-221Suning GamingJD Gaming:XiaoAL,Top,HAS_POSITION
2018-221Suning GamingJD Gaming:LokeN,ADC,HAS_POSITION
2018-221Suning GamingJD Gaming:Clid,Jungle,HAS_POSITION
2018-221Suning GamingJD Gaming:Yagao,Middle,HAS_POSITION
2018-221Suning GamingJD Gaming:LvMao,Support,HAS_POSITION
2018-221Suning GamingJD Gaming:Zoom,Top,HAS_POSITION
2018-222Suning GamingJD Gaming:Fury,ADC,HAS_POSITION
2018-222Suning GamingJD Gaming:H4cker,Jungle,HAS_POSITION
2018-222Suning GamingJD Gaming:fenfen,Middle,HAS_POSITION
2018-222Suning GamingJD Gaming:Yoon,Support,HAS_POSITION
2018-222Suning GamingJD Gaming:XiaoAL,Top,HAS_POSITION
2018-222Suning GamingJD Gaming:LokeN,ADC,HAS_POSITION
2018-222Suning GamingJD Gaming:Clid,Jungle,HAS_POSITION
2018-222Suning GamingJD Gaming:Yagao,Middle,HAS_POSITION
2018-222Suning GamingJD Gaming:LvMao,Support,HAS_POSITION
2018-222Suning GamingJD Gaming:Zoom,Top,HAS_POSITION
2018-223JD GamingSuning Gaming:LokeN,ADC,HAS_POSITION
2018-223JD GamingSuning Gaming:Clid,Jungle,HAS_POSITION
2018-223JD GamingSuning Gaming:Yagao,Middle,HAS_POSITION
2018-223JD GamingSuning Gaming:LvMao,Support,HAS_POSITION
2018-223JD GamingSuning Gaming:Zoom,Top,HAS_POSITION
2018-223JD GamingSuning Gaming:Fury,ADC,HAS_POSITION
2018-223JD GamingSuning Gaming:H4cker,Jungle,HAS_POSITION
2018-223JD GamingSuning Gaming:fenfen,Middle,HAS_POSITION
2018-223JD GamingSuning Gaming:Yoon,Support,HAS_POSITION
2018-223JD GamingSuning Gaming:XiaoAL,Top,HAS_POSITION
2018-221Funplus PhoenixTeam WE:Lwx,ADC,HAS_POSITION
2018-221Funplus PhoenixTeam WE:Xinyi,Jungle,HAS_POSITION
2018-221Funplus PhoenixTeam WE:Cool,Middle,HAS_POSITION
2018-221Funplus PhoenixTeam WE:Crisp,Support,HAS_POSITION
2018-221Funplus PhoenixTeam WE:GimGoon,Top,HAS_POSITION
2018-221Funplus PhoenixTeam WE:GENTLE,ADC,HAS_POSITION
2018-221Funplus PhoenixTeam WE:Condi,Jungle,HAS_POSITION
2018-221Funplus PhoenixTeam WE:xiye,Middle,HAS_POSITION
2018-221Funplus PhoenixTeam WE:Missing,Support,HAS_POSITION
2018-221Funplus PhoenixTeam WE:957,Top,HAS_POSITION
2018-222Team WEFunplus Phoenix:GENTLE,ADC,HAS_POSITION
2018-222Team WEFunplus Phoenix:Condi,Jungle,HAS_POSITION
2018-222Team WEFunplus Phoenix:xiye,Middle,HAS_POSITION
2018-222Team WEFunplus Phoenix:Missing,Support,HAS_POSITION
2018-222Team WEFunplus Phoenix:957,Top,HAS_POSITION
2018-222Team WEFunplus Phoenix:Lwx,ADC,HAS_POSITION
2018-222Team WEFunplus Phoenix:Xinyi,Jungle,HAS_POSITION
2018-222Team WEFunplus Phoenix:Cool,Middle,HAS_POSITION
2018-222Team WEFunplus Phoenix:Crisp,Support,HAS_POSITION
2018-222Team WEFunplus Phoenix:GimGoon,Top,HAS_POSITION
2018-223Funplus PhoenixTeam WE:Lwx,ADC,HAS_POSITION
2018-223Funplus PhoenixTeam WE:Xinyi,Jungle,HAS_POSITION
2018-223Funplus PhoenixTeam WE:Cool,Middle,HAS_POSITION
2018-223Funplus PhoenixTeam WE:Crisp,Support,HAS_POSITION
2018-223Funplus PhoenixTeam WE:GimGoon,Top,HAS_POSITION
2018-223Funplus PhoenixTeam WE:GENTLE,ADC,HAS_POSITION
2018-223Funplus PhoenixTeam WE:Condi,Jungle,HAS_POSITION
2018-223Funplus PhoenixTeam WE:xiye,Middle,HAS_POSITION
2018-223Funplus PhoenixTeam WE:Missing,Support,HAS_POSITION
2018-223Funplus PhoenixTeam WE:957,Top,HAS_POSITION
2018-221OMGTeam WE:Chelly,ADC,HAS_POSITION
2018-221OMGTeam WE:jiekou,Jungle,HAS_POSITION
2018-221OMGTeam WE:icon,Middle,HAS_POSITION
2018-221OMGTeam WE:Five,Support,HAS_POSITION
2018-221OMGTeam WE:Xiyang,Top,HAS_POSITION
2018-221OMGTeam WE:imp,ADC,HAS_POSITION
2018-221OMGTeam WE:Pepper,Jungle,HAS_POSITION
2018-221OMGTeam WE:xiye,Middle,HAS_POSITION
2018-221OMGTeam WE:Missing,Support,HAS_POSITION
2018-221OMGTeam WE:957,Top,HAS_POSITION
2018-222Team WEOMG:Mystic,ADC,HAS_POSITION
2018-222Team WEOMG:Pepper,Jungle,HAS_POSITION
2018-222Team WEOMG:xiye,Middle,HAS_POSITION
2018-222Team WEOMG:Missing,Support,HAS_POSITION
2018-222Team WEOMG:957,Top,HAS_POSITION
2018-222Team WEOMG:Chelly,ADC,HAS_POSITION
2018-222Team WEOMG:jiekou,Jungle,HAS_POSITION
2018-222Team WEOMG:icon,Middle,HAS_POSITION
2018-222Team WEOMG:Five,Support,HAS_POSITION
2018-222Team WEOMG:Xiyang,Top,HAS_POSITION
2018-223OMGTeam WE:Chelly,ADC,HAS_POSITION
2018-223OMGTeam WE:jiekou,Jungle,HAS_POSITION
2018-223OMGTeam WE:icon,Middle,HAS_POSITION
2018-223OMGTeam WE:Five,Support,HAS_POSITION
2018-223OMGTeam WE:Xiyang,Top,HAS_POSITION
2018-223OMGTeam WE:Mystic,ADC,HAS_POSITION
2018-223OMGTeam WE:Pepper,Jungle,HAS_POSITION
2018-223OMGTeam WE:xiye,Middle,HAS_POSITION
2018-223OMGTeam WE:Missing,Support,HAS_POSITION
2018-223OMGTeam WE:957,Top,HAS_POSITION
2018-211Rogue WarriorsOMG:SmLz,ADC,HAS_POSITION
2018-211Rogue WarriorsOMG:Flawless,Jungle,HAS_POSITION
2018-211Rogue WarriorsOMG:Doinb,Middle,HAS_POSITION
2018-211Rogue WarriorsOMG:killua,Support,HAS_POSITION
2018-211Rogue WarriorsOMG:Mouse,Top,HAS_POSITION
2018-211Rogue WarriorsOMG:Chelly,ADC,HAS_POSITION
2018-211Rogue WarriorsOMG:Mountain,Jungle,HAS_POSITION
2018-211Rogue WarriorsOMG:icon,Middle,HAS_POSITION
2018-211Rogue WarriorsOMG:Five,Support,HAS_POSITION
2018-211Rogue WarriorsOMG:Xiyang,Top,HAS_POSITION
2018-212OMGRogue Warriors:Chelly,ADC,HAS_POSITION
2018-212OMGRogue Warriors:Mountain,Jungle,HAS_POSITION
2018-212OMGRogue Warriors:icon,Middle,HAS_POSITION
2018-212OMGRogue Warriors:Five,Support,HAS_POSITION
2018-212OMGRogue Warriors:Xiyang,Top,HAS_POSITION
2018-212OMGRogue Warriors:SmLz,ADC,HAS_POSITION
2018-212OMGRogue Warriors:Flawless,Jungle,HAS_POSITION
2018-212OMGRogue Warriors:Doinb,Middle,HAS_POSITION
2018-212OMGRogue Warriors:killua,Support,HAS_POSITION
2018-212OMGRogue Warriors:Mouse,Top,HAS_POSITION
2018-211Suning GamingLGD Gaming:Fury,ADC,HAS_POSITION
2018-211Suning GamingLGD Gaming:H4cker,Jungle,HAS_POSITION
2018-211Suning GamingLGD Gaming:fenfen,Middle,HAS_POSITION
2018-211Suning GamingLGD Gaming:Yoon,Support,HAS_POSITION
2018-211Suning GamingLGD Gaming:XiaoAL,Top,HAS_POSITION
2018-211Suning GamingLGD Gaming:Fdy,ADC,HAS_POSITION
2018-211Suning GamingLGD Gaming:Eimy,Jungle,HAS_POSITION
2018-211Suning GamingLGD Gaming:Yuuki,Middle,HAS_POSITION
2018-211Suning GamingLGD Gaming:Pyl,Support,HAS_POSITION
2018-211Suning GamingLGD Gaming:Jinoo,Top,HAS_POSITION
2018-212Suning GamingLGD Gaming:Fury,ADC,HAS_POSITION
2018-212Suning GamingLGD Gaming:H4cker,Jungle,HAS_POSITION
2018-212Suning GamingLGD Gaming:fenfen,Middle,HAS_POSITION
2018-212Suning GamingLGD Gaming:Yoon,Support,HAS_POSITION
2018-212Suning GamingLGD Gaming:XiaoAL,Top,HAS_POSITION
2018-212Suning GamingLGD Gaming:Fdy,ADC,HAS_POSITION
2018-212Suning GamingLGD Gaming:Eimy,Jungle,HAS_POSITION
2018-212Suning GamingLGD Gaming:Yuuki,Middle,HAS_POSITION
2018-212Suning GamingLGD Gaming:Pyl,Support,HAS_POSITION
2018-212Suning GamingLGD Gaming:Jinoo,Top,HAS_POSITION
2018-211Funplus PhoenixSnake Esports:Lwx,ADC,HAS_POSITION
2018-211Funplus PhoenixSnake Esports:Xinyi,Jungle,HAS_POSITION
2018-211Funplus PhoenixSnake Esports:Cool,Middle,HAS_POSITION
2018-211Funplus PhoenixSnake Esports:Crisp,Support,HAS_POSITION
2018-211Funplus PhoenixSnake Esports:GimGoon,Top,HAS_POSITION
2018-211Funplus PhoenixSnake Esports:Guoguo,ADC,HAS_POSITION
2018-211Funplus PhoenixSnake Esports:SofM,Jungle,HAS_POSITION
2018-211Funplus PhoenixSnake Esports:Maestr0,Middle,HAS_POSITION
2018-211Funplus PhoenixSnake Esports:Hudie,Support,HAS_POSITION
2018-211Funplus PhoenixSnake Esports:Flandre,Top,HAS_POSITION
2018-212Funplus PhoenixSnake Esports:Lwx,ADC,HAS_POSITION
2018-212Funplus PhoenixSnake Esports:Xinyi,Jungle,HAS_POSITION
2018-212Funplus PhoenixSnake Esports:Cool,Middle,HAS_POSITION
2018-212Funplus PhoenixSnake Esports:Crisp,Support,HAS_POSITION
2018-212Funplus PhoenixSnake Esports:GimGoon,Top,HAS_POSITION
2018-212Funplus PhoenixSnake Esports:Guoguo,ADC,HAS_POSITION
2018-212Funplus PhoenixSnake Esports:SofM,Jungle,HAS_POSITION
2018-212Funplus PhoenixSnake Esports:Maestr0,Middle,HAS_POSITION
2018-212Funplus PhoenixSnake Esports:Hudie,Support,HAS_POSITION
2018-212Funplus PhoenixSnake Esports:Flandre,Top,HAS_POSITION
740039:Ragner,Top,HAS_POSITION
740039:Stefan,Jungle,HAS_POSITION
740039:Milica,Middle,HAS_POSITION
740039:Hades,ADC,HAS_POSITION
740039:Tolerant,Support,HAS_POSITION
740039:Elwind,Top,HAS_POSITION
740039:Mojito,Jungle,HAS_POSITION
740039:MagiFelix,Middle,HAS_POSITION
740039:Madness,ADC,HAS_POSITION
740039:Zzus,Support,HAS_POSITION
740047:fabFabulous,Top,HAS_POSITION
740047:Stomaged,Jungle,HAS_POSITION
740047:GBM,Middle,HAS_POSITION
740047:Zeitnot,ADC,HAS_POSITION
740047:SnowFlower,Support,HAS_POSITION
740047:Armut,Top,HAS_POSITION
740047:Trix,Jungle,HAS_POSITION
740047:telracS,Middle,HAS_POSITION
740047:Innaxe,ADC,HAS_POSITION
740047:Revanche,Support,HAS_POSITION
740055:Panky,Top,HAS_POSITION
740055:Crush,Jungle,HAS_POSITION
740055:LongB,Middle,HAS_POSITION
740055:Route,ADC,HAS_POSITION
740055:Kairos,Support,HAS_POSITION
740055:Broken Blade,Top,HAS_POSITION
740055:Closer,Jungle,HAS_POSITION
740055:Abbedagge,Middle,HAS_POSITION
740055:Freeze,ADC,HAS_POSITION
740055:Dumbledoge,Support,HAS_POSITION
740061:Thaldrin,Top,HAS_POSITION
740061:Move,Jungle,HAS_POSITION
740061:Frozen,Middle,HAS_POSITION
740061:Padden,ADC,HAS_POSITION
740061:Zergsting,Support,HAS_POSITION
740061:Hioss,Top,HAS_POSITION
740061:Wisdom,Jungle,HAS_POSITION
740061:Naru,Middle,HAS_POSITION
740061:Rain,ADC,HAS_POSITION
740061:Rogu,Support,HAS_POSITION
740100:Armut,Top,HAS_POSITION
740100:Trix,Jungle,HAS_POSITION
740100:telracS,Middle,HAS_POSITION
740100:Innaxe,ADC,HAS_POSITION
740100:Revanche,Support,HAS_POSITION
740100:Hioss,Top,HAS_POSITION
740100:Wisdom,Jungle,HAS_POSITION
740100:Naru,Middle,HAS_POSITION
740100:Rain,ADC,HAS_POSITION
740100:Rogu,Support,HAS_POSITION
750104:Ragner,Top,HAS_POSITION
750104:Stefan,Jungle,HAS_POSITION
750104:Milica,Middle,HAS_POSITION
750104:Hades,ADC,HAS_POSITION
750104:Tolerant,Support,HAS_POSITION
750104:Broken Blade,Top,HAS_POSITION
750104:Closer,Jungle,HAS_POSITION
750104:Abbedagge,Middle,HAS_POSITION
750104:Freeze,ADC,HAS_POSITION
750104:Dumbledoge,Support,HAS_POSITION
750114:Thaldrin,Top,HAS_POSITION
750114:Move,Jungle,HAS_POSITION
750114:Frozen,Middle,HAS_POSITION
750114:Padden,ADC,HAS_POSITION
750114:Zergsting,Support,HAS_POSITION
750114:Elwind,Top,HAS_POSITION
750114:Mojito,Jungle,HAS_POSITION
750114:MagiFelix,Middle,HAS_POSITION
750114:Madness,ADC,HAS_POSITION
750114:Zzus,Support,HAS_POSITION
750135:Panky,Top,HAS_POSITION
750135:Crush,Jungle,HAS_POSITION
750135:LongB,Middle,HAS_POSITION
750135:Route,ADC,HAS_POSITION
750135:Kairos,Support,HAS_POSITION
750135:fabFabulous,Top,HAS_POSITION
750135:Stomaged,Jungle,HAS_POSITION
750135:GBM,Middle,HAS_POSITION
750135:Zeitnot,ADC,HAS_POSITION
750135:SnowFlower,Support,HAS_POSITION
750285:Thaldrin,Top,HAS_POSITION
750285:Move,Jungle,HAS_POSITION
750285:Frozen,Middle,HAS_POSITION
750285:Padden,ADC,HAS_POSITION
750285:Zergsting,Support,HAS_POSITION
750285:Armut,Top,HAS_POSITION
750285:Trix,Jungle,HAS_POSITION
750285:telracS,Middle,HAS_POSITION
750285:Innaxe,ADC,HAS_POSITION
750285:Revanche,Support,HAS_POSITION
750292:Elwind,Top,HAS_POSITION
750292:Mojito,Jungle,HAS_POSITION
750292:MagiFelix,Middle,HAS_POSITION
750292:Madness,ADC,HAS_POSITION
750292:Zzus,Support,HAS_POSITION
750292:Broken Blade,Top,HAS_POSITION
750292:Closer,Jungle,HAS_POSITION
750292:Abbedagge,Middle,HAS_POSITION
750292:Freeze,ADC,HAS_POSITION
750292:Dumbledoge,Support,HAS_POSITION
750302:Ragner,Top,HAS_POSITION
750302:Stefan,Jungle,HAS_POSITION
750302:Milica,Middle,HAS_POSITION
750302:Hades,ADC,HAS_POSITION
750302:Tolerant,Support,HAS_POSITION
750302:fabFabulous,Top,HAS_POSITION
750302:Stomaged,Jungle,HAS_POSITION
750302:GBM,Middle,HAS_POSITION
750302:Zeitnot,ADC,HAS_POSITION
750302:SnowFlower,Support,HAS_POSITION
750307:Hioss,Top,HAS_POSITION
750307:Wisdom,Jungle,HAS_POSITION
750307:Naru,Middle,HAS_POSITION
750307:Rain,ADC,HAS_POSITION
750307:Rogu,Support,HAS_POSITION
750307:Panky,Top,HAS_POSITION
750307:Crush,Jungle,HAS_POSITION
750307:LongB,Middle,HAS_POSITION
750307:Route,ADC,HAS_POSITION
750307:Kairos,Support,HAS_POSITION
740148:Thal,Top,HAS_POSITION
740148:Blank,Jungle,HAS_POSITION
740148:Faker,Middle,HAS_POSITION
740148:Bang,ADC,HAS_POSITION
740148:Effort,Support,HAS_POSITION
740148:Smeb,Top,HAS_POSITION
740148:Score,Jungle,HAS_POSITION
740148:Ucal,Middle,HAS_POSITION
740148:Deft,ADC,HAS_POSITION
740148:Mata,Support,HAS_POSITION
750149:Smeb,Top,HAS_POSITION
750149:Score,Jungle,HAS_POSITION
750149:Ucal,Middle,HAS_POSITION
750149:Deft,ADC,HAS_POSITION
750149:Mata,Support,HAS_POSITION
750149:Thal,Top,HAS_POSITION
750149:Blank,Jungle,HAS_POSITION
750149:Faker,Middle,HAS_POSITION
750149:Bang,ADC,HAS_POSITION
750149:Effort,Support,HAS_POSITION
750151:Thal,Top,HAS_POSITION
750151:Blank,Jungle,HAS_POSITION
750151:Faker,Middle,HAS_POSITION
750151:Bang,ADC,HAS_POSITION
750151:Effort,Support,HAS_POSITION
750151:Smeb,Top,HAS_POSITION
750151:Score,Jungle,HAS_POSITION
750151:Ucal,Middle,HAS_POSITION
750151:Deft,ADC,HAS_POSITION
750151:Mata,Support,HAS_POSITION
750169:Khan,Top,HAS_POSITION
750169:Peanut,Jungle,HAS_POSITION
750169:Bdd,Middle,HAS_POSITION
750169:PraY,ADC,HAS_POSITION
750169:GorillA,Support,HAS_POSITION
750169:Sword,Top,HAS_POSITION
750169:Tarzan,Jungle,HAS_POSITION
750169:Chovy,Middle,HAS_POSITION
750169:Viper,ADC,HAS_POSITION
750169:Lehends,Support,HAS_POSITION
750186:Sword,Top,HAS_POSITION
750186:Tarzan,Jungle,HAS_POSITION
750186:Chovy,Middle,HAS_POSITION
750186:Viper,ADC,HAS_POSITION
750186:Lehends,Support,HAS_POSITION
750186:Khan,Top,HAS_POSITION
750186:Peanut,Jungle,HAS_POSITION
750186:Bdd,Middle,HAS_POSITION
750186:PraY,ADC,HAS_POSITION
750186:GorillA,Support,HAS_POSITION
740260:ADD,Top,HAS_POSITION
740260:Yondu,Jungle,HAS_POSITION
740260:Ian,Middle,HAS_POSITION
740260:Pilot,ADC,HAS_POSITION
740260:Max,Support,HAS_POSITION
740260:Lindarang,Top,HAS_POSITION
740260:SeongHwan,Jungle,HAS_POSITION
740260:Lava,Middle,HAS_POSITION
740260:Sangyoon,ADC,HAS_POSITION
740260:Key,Support,HAS_POSITION
740283:Lindarang,Top,HAS_POSITION
740283:SeongHwan,Jungle,HAS_POSITION
740283:Lava,Middle,HAS_POSITION
740283:Sangyoon,ADC,HAS_POSITION
740283:Key,Support,HAS_POSITION
740283:ADD,Top,HAS_POSITION
740283:Yondu,Jungle,HAS_POSITION
740283:Ian,Middle,HAS_POSITION
740283:Pilot,ADC,HAS_POSITION
740283:Max,Support,HAS_POSITION
740301:CuVee,Top,HAS_POSITION
740301:Ambition,Jungle,HAS_POSITION
740301:Fly,Middle,HAS_POSITION
740301:Ruler,ADC,HAS_POSITION
740301:CoreJJ,Support,HAS_POSITION
740301:Crazy,Top,HAS_POSITION
740301:Trick,Jungle,HAS_POSITION
740301:Tempt,Middle,HAS_POSITION
740301:Ghost,ADC,HAS_POSITION
740301:IgNar,Support,HAS_POSITION
740335:Crazy,Top,HAS_POSITION
740335:Trick,Jungle,HAS_POSITION
740335:Tempt,Middle,HAS_POSITION
740335:Ghost,ADC,HAS_POSITION
740335:IgNar,Support,HAS_POSITION
740335:CuVee,Top,HAS_POSITION
740335:Ambition,Jungle,HAS_POSITION
740335:Fly,Middle,HAS_POSITION
740335:Ruler,ADC,HAS_POSITION
740335:CoreJJ,Support,HAS_POSITION
740338:CuVee,Top,HAS_POSITION
740338:Haru,Jungle,HAS_POSITION
740338:Fly,Middle,HAS_POSITION
740338:Ruler,ADC,HAS_POSITION
740338:CoreJJ,Support,HAS_POSITION
740338:Crazy,Top,HAS_POSITION
740338:Trick,Jungle,HAS_POSITION
740338:Tempt,Middle,HAS_POSITION
740338:Ghost,ADC,HAS_POSITION
740338:IgNar,Support,HAS_POSITION
740348:SoHwan,Top,HAS_POSITION
740348:UmTi,Jungle,HAS_POSITION
740348:Grace,Middle,HAS_POSITION
740348:Teddy,ADC,HAS_POSITION
740348:Nova,Support,HAS_POSITION
740348:Kiin,Top,HAS_POSITION
740348:Spirit,Jungle,HAS_POSITION
740348:Kuro,Middle,HAS_POSITION
740348:Kramer,ADC,HAS_POSITION
740348:TusiN,Support,HAS_POSITION
740386:Kiin,Top,HAS_POSITION
740386:Spirit,Jungle,HAS_POSITION
740386:Kuro,Middle,HAS_POSITION
740386:Kramer,ADC,HAS_POSITION
740386:TusiN,Support,HAS_POSITION
740386:SoHwan,Top,HAS_POSITION
740386:UmTi,Jungle,HAS_POSITION
740386:Grace,Middle,HAS_POSITION
740386:Teddy,ADC,HAS_POSITION
740386:Nova,Support,HAS_POSITION
740394:SoHwan,Top,HAS_POSITION
740394:UmTi,Jungle,HAS_POSITION
740394:Grace,Middle,HAS_POSITION
740394:Teddy,ADC,HAS_POSITION
740394:Nova,Support,HAS_POSITION
740394:Kiin,Top,HAS_POSITION
740394:Mowgli,Jungle,HAS_POSITION
740394:Kuro,Middle,HAS_POSITION
740394:Aiming,ADC,HAS_POSITION
740394:TusiN,Support,HAS_POSITION
2018-213JD GamingInvictus Gaming:LokeN,ADC,HAS_POSITION
2018-213JD GamingInvictus Gaming:Clid,Jungle,HAS_POSITION
2018-213JD GamingInvictus Gaming:Yagao,Middle,HAS_POSITION
2018-213JD GamingInvictus Gaming:LvMao,Support,HAS_POSITION
2018-213JD GamingInvictus Gaming:Zoom,Top,HAS_POSITION
2018-213JD GamingInvictus Gaming:JackeyLove,ADC,HAS_POSITION
2018-213JD GamingInvictus Gaming:Ning,Jungle,HAS_POSITION
2018-213JD GamingInvictus Gaming:RooKie,Middle,HAS_POSITION
2018-213JD GamingInvictus Gaming:Baolan,Support,HAS_POSITION
2018-213JD GamingInvictus Gaming:Duke,Top,HAS_POSITION
740463:Smeb,Top,HAS_POSITION
740463:Score,Jungle,HAS_POSITION
740463:Ucal,Middle,HAS_POSITION
740463:Deft,ADC,HAS_POSITION
740463:Mata,Support,HAS_POSITION
740463:Sword,Top,HAS_POSITION
740463:Tarzan,Jungle,HAS_POSITION
740463:Chovy,Middle,HAS_POSITION
740463:Viper,ADC,HAS_POSITION
740463:Lehends,Support,HAS_POSITION
740484:Sword,Top,HAS_POSITION
740484:Tarzan,Jungle,HAS_POSITION
740484:Chovy,Middle,HAS_POSITION
740484:Viper,ADC,HAS_POSITION
740484:Lehends,Support,HAS_POSITION
740484:Smeb,Top,HAS_POSITION
740484:Score,Jungle,HAS_POSITION
740484:Ucal,Middle,HAS_POSITION
740484:Deft,ADC,HAS_POSITION
740484:Mata,Support,HAS_POSITION
740505:Khan,Top,HAS_POSITION
740505:Cuzz,Jungle,HAS_POSITION
740505:PraY,Middle,HAS_POSITION
740505:Bdd,ADC,HAS_POSITION
740505:GorillA,Support,HAS_POSITION
740505:Thal,Top,HAS_POSITION
740505:Blank,Jungle,HAS_POSITION
740505:Faker,Middle,HAS_POSITION
740505:Bang,ADC,HAS_POSITION
740505:Effort,Support,HAS_POSITION
740505:Elwind,Top,HAS_POSITION
740505:Mojito,Jungle,HAS_POSITION
740505:Madness,Middle,HAS_POSITION
740505:MagiFelix,ADC,HAS_POSITION
740505:Zzus,Support,HAS_POSITION
740505:Armut,Top,HAS_POSITION
740505:Trix,Jungle,HAS_POSITION
740505:telracS,Middle,HAS_POSITION
740505:Innaxe,ADC,HAS_POSITION
740505:Revanche,Support,HAS_POSITION
740542:Thal,Top,HAS_POSITION
740542:Blank,Jungle,HAS_POSITION
740542:Faker,Middle,HAS_POSITION
740542:Bang,ADC,HAS_POSITION
740542:Effort,Support,HAS_POSITION
740542:Khan,Top,HAS_POSITION
740542:Cuzz,Jungle,HAS_POSITION
740542:Bdd,Middle,HAS_POSITION
740542:PraY,ADC,HAS_POSITION
740542:GorillA,Support,HAS_POSITION
750629:Kiin,Top,HAS_POSITION
750629:Spirit,Jungle,HAS_POSITION
750629:Aiming,Middle,HAS_POSITION
750629:Kuro,ADC,HAS_POSITION
750629:TusiN,Support,HAS_POSITION
750629:ADD,Top,HAS_POSITION
750629:Yondu,Jungle,HAS_POSITION
750629:Ian,Middle,HAS_POSITION
750629:Pilot,ADC,HAS_POSITION
750629:Max,Support,HAS_POSITION
750636:ADD,Top,HAS_POSITION
750636:Yondu,Jungle,HAS_POSITION
750636:Ian,Middle,HAS_POSITION
750636:Pilot,ADC,HAS_POSITION
750636:Max,Support,HAS_POSITION
750636:Kiin,Top,HAS_POSITION
750636:Spirit,Jungle,HAS_POSITION
750636:Kuro,Middle,HAS_POSITION
750636:Aiming,ADC,HAS_POSITION
750636:TusiN,Support,HAS_POSITION
750646:SoHwan,Top,HAS_POSITION
750646:UmTi,Jungle,HAS_POSITION
750646:Grace,Middle,HAS_POSITION
750646:Teddy,ADC,HAS_POSITION
750646:Nova,Support,HAS_POSITION
750646:CuVee,Top,HAS_POSITION
750646:Haru,Jungle,HAS_POSITION
750646:Fly,Middle,HAS_POSITION
750646:Ruler,ADC,HAS_POSITION
750646:CoreJJ,Support,HAS_POSITION
750656:CuVee,Top,HAS_POSITION
750656:Haru,Jungle,HAS_POSITION
750656:Fly,Middle,HAS_POSITION
750656:Ruler,ADC,HAS_POSITION
750656:CoreJJ,Support,HAS_POSITION
750656:SoHwan,Top,HAS_POSITION
750656:UmTi,Jungle,HAS_POSITION
750656:Grace,Middle,HAS_POSITION
750656:Teddy,ADC,HAS_POSITION
