src_player,dest_champion,relation
2018-231Topsports GamingEdward Gaming:Xx,Trundle,HAS_CHAMPION
2018-231Topsports GamingEdward Gaming:Ggoong,Taliyah,HAS_CHAMPION
2018-231Topsports GamingEdward Gaming:CAT,Shen,HAS_CHAMPION
2018-231Topsports GamingEdward Gaming:Lies,Darius,HAS_CHAMPION
2018-231Topsports GamingEdward Gaming:iBOY,Ashe,HAS_CHAMPION
2018-231Topsports GamingEdward Gaming:ClearLove,Olaf,HAS_CHAMPION
2018-231Topsports GamingEdward Gaming:Scout,Lulu,HAS_CHAMPION
2018-231Topsports GamingEdward Gaming:meiko,Rakan,HAS_CHAMPION
2018-231Topsports GamingEdward Gaming:ray,Dr. Mundo,HAS_CHAMPION
2018-232Topsports GamingEdward Gaming:Qiuqiu,Morgana,HAS_CHAMPION
2018-232Topsports GamingEdward Gaming:Xx,Taliyah,HAS_CHAMPION
2018-232Topsports GamingEdward Gaming:Corn,Yasuo,HAS_CHAMPION
2018-232Topsports GamingEdward Gaming:CAT,Alistar,HAS_CHAMPION
2018-232Topsports GamingEdward Gaming:Lies,Singed,HAS_CHAMPION
2018-232Topsports GamingEdward Gaming:iBOY,KaiSa,HAS_CHAMPION
2018-232Topsports GamingEdward Gaming:ClearLove,Sejuani,HAS_CHAMPION
2018-232Topsports GamingEdward Gaming:Scout,Irelia,HAS_CHAMPION
2018-232Topsports GamingEdward Gaming:meiko,Tahm Kench,HAS_CHAMPION
2018-232Topsports GamingEdward Gaming:ray,Kennen,HAS_CHAMPION
2018-231Funplus PhoenixOMG:Lwx,KogMaw,HAS_CHAMPION
2018-231Funplus PhoenixOMG:Alex,Graves,HAS_CHAMPION
2018-231Funplus PhoenixOMG:Cool,Karma,HAS_CHAMPION
2018-231Funplus PhoenixOMG:Crisp,Braum,HAS_CHAMPION
2018-231Funplus PhoenixOMG:GimGoon,Aatrox,HAS_CHAMPION
2018-231Funplus PhoenixOMG:XuanXuanPi,Ashe,HAS_CHAMPION
2018-231Funplus PhoenixOMG:Mountain,Trundle,HAS_CHAMPION
2018-231Funplus PhoenixOMG:icon,Lulu,HAS_CHAMPION
2018-231Funplus PhoenixOMG:Five,Tahm Kench,HAS_CHAMPION
2018-231Funplus PhoenixOMG:Xiyang,Malphite,HAS_CHAMPION
2018-232OMGFunplus Phoenix:XuanXuanPi,KaiSa,HAS_CHAMPION
2018-232OMGFunplus Phoenix:Mountain,Taliyah,HAS_CHAMPION
2018-232OMGFunplus Phoenix:icon,Lucian,HAS_CHAMPION
2018-232OMGFunplus Phoenix:Five,Fiddlesticks,HAS_CHAMPION
2018-232OMGFunplus Phoenix:Xiyang,Ornn,HAS_CHAMPION
2018-232OMGFunplus Phoenix:Lwx,Ashe,HAS_CHAMPION
2018-232OMGFunplus Phoenix:Alex,Trundle,HAS_CHAMPION
2018-232OMGFunplus Phoenix:Cool,Viktor,HAS_CHAMPION
2018-232OMGFunplus Phoenix:Crisp,Tahm Kench,HAS_CHAMPION
2018-232OMGFunplus Phoenix:GimGoon,Swain,HAS_CHAMPION
2018-231Invictus GamingBilibili Gaming:JackeyLove,KaiSa,HAS_CHAMPION
2018-231Invictus GamingBilibili Gaming:Ning,Nocturne,HAS_CHAMPION
2018-231Invictus GamingBilibili Gaming:RooKie,Lulu,HAS_CHAMPION
2018-231Invictus GamingBilibili Gaming:Baolan,Alistar,HAS_CHAMPION
2018-231Invictus GamingBilibili Gaming:Duke,Darius,HAS_CHAMPION
2018-231Invictus GamingBilibili Gaming:jinjiao,Ezreal,HAS_CHAMPION
2018-231Invictus GamingBilibili Gaming:M1anhua,Taliyah,HAS_CHAMPION
2018-231Invictus GamingBilibili Gaming:Mole,Ryze,HAS_CHAMPION
2018-231Invictus GamingBilibili Gaming:road,Pyke,HAS_CHAMPION
2018-231Invictus GamingBilibili Gaming:AmazingJ,Dr. Mundo,HAS_CHAMPION
2018-232Bilibili GamingInvictus Gaming:Mole,Swain,HAS_CHAMPION
2018-232Bilibili GamingInvictus Gaming:road,Rakan,HAS_CHAMPION
2018-232Bilibili GamingInvictus Gaming:jinjiao,Xayah,HAS_CHAMPION
2018-232Bilibili GamingInvictus Gaming:M1anhua,Fiddlesticks,HAS_CHAMPION
2018-232Bilibili GamingInvictus Gaming:AmazingJ,Ornn,HAS_CHAMPION
2018-232Bilibili GamingInvictus Gaming:JackeyLove,Ashe,HAS_CHAMPION
2018-232Bilibili GamingInvictus Gaming:Ning,Xin Zhao,HAS_CHAMPION
2018-232Bilibili GamingInvictus Gaming:RooKie,Galio,HAS_CHAMPION
2018-232Bilibili GamingInvictus Gaming:Baolan,Tahm Kench,HAS_CHAMPION
2018-232Bilibili GamingInvictus Gaming:Duke,Dr. Mundo,HAS_CHAMPION
2018-231Invictus GamingRoyal Never Give Up:JackeyLove,Swain,HAS_CHAMPION
2018-231Invictus GamingRoyal Never Give Up:Ning,Camille,HAS_CHAMPION
2018-231Invictus GamingRoyal Never Give Up:RooKie,Galio,HAS_CHAMPION
2018-231Invictus GamingRoyal Never Give Up:Baolan,Morgana,HAS_CHAMPION
2018-231Invictus GamingRoyal Never Give Up:Duke,Aatrox,HAS_CHAMPION
2018-231Invictus GamingRoyal Never Give Up:xiaohu,Vladimir,HAS_CHAMPION
2018-231Invictus GamingRoyal Never Give Up:Karsa,Braum,HAS_CHAMPION
2018-231Invictus GamingRoyal Never Give Up:Uzi,Xayah,HAS_CHAMPION
2018-231Invictus GamingRoyal Never Give Up:Ming,Alistar,HAS_CHAMPION
2018-231Invictus GamingRoyal Never Give Up:LetMe,Dr. Mundo,HAS_CHAMPION
2018-232Royal Never Give UpInvictus Gaming:Uzi,Vayne,HAS_CHAMPION
2018-232Royal Never Give UpInvictus Gaming:Karsa,Trundle,HAS_CHAMPION
2018-232Royal Never Give UpInvictus Gaming:xiaohu,Taliyah,HAS_CHAMPION
2018-232Royal Never Give UpInvictus Gaming:Ming,Shen,HAS_CHAMPION
2018-232Royal Never Give UpInvictus Gaming:LetMe,Ornn,HAS_CHAMPION
2018-232Royal Never Give UpInvictus Gaming:JackeyLove,Draven,HAS_CHAMPION
2018-232Royal Never Give UpInvictus Gaming:Ning,Olaf,HAS_CHAMPION
2018-232Royal Never Give UpInvictus Gaming:RooKie,Swain,HAS_CHAMPION
2018-232Royal Never Give UpInvictus Gaming:Baolan,Morgana,HAS_CHAMPION
2018-232Royal Never Give UpInvictus Gaming:Duke,Dr. Mundo,HAS_CHAMPION
2018-233Invictus GamingRoyal Never Give Up:JackeyLove,Lucian,HAS_CHAMPION
2018-233Invictus GamingRoyal Never Give Up:Ning,Nocturne,HAS_CHAMPION
2018-233Invictus GamingRoyal Never Give Up:RooKie,Syndra,HAS_CHAMPION
2018-233Invictus GamingRoyal Never Give Up:Baolan,Braum,HAS_CHAMPION
2018-233Invictus GamingRoyal Never Give Up:Duke,Aatrox,HAS_CHAMPION
2018-233Invictus GamingRoyal Never Give Up:Uzi,Ashe,HAS_CHAMPION
2018-233Invictus GamingRoyal Never Give Up:Karsa,Trundle,HAS_CHAMPION
2018-233Invictus GamingRoyal Never Give Up:xiaohu,Zoe,HAS_CHAMPION
2018-233Invictus GamingRoyal Never Give Up:Ming,Tahm Kench,HAS_CHAMPION
2018-233Invictus GamingRoyal Never Give Up:LetMe,Malphite,HAS_CHAMPION
2018-231Suning GamingInvictus Gaming:Fury,KaiSa,HAS_CHAMPION
2018-231Suning GamingInvictus Gaming:H4cker,Nocturne,HAS_CHAMPION
2018-231Suning GamingInvictus Gaming:fenfen,Kassadin,HAS_CHAMPION
2018-231Suning GamingInvictus Gaming:Yoon,Shen,HAS_CHAMPION
2018-231Suning GamingInvictus Gaming:XiaoAL,Ornn,HAS_CHAMPION
2018-231Suning GamingInvictus Gaming:JackeyLove,Yasuo,HAS_CHAMPION
2018-231Suning GamingInvictus Gaming:Ning,Taliyah,HAS_CHAMPION
2018-231Suning GamingInvictus Gaming:RooKie,Irelia,HAS_CHAMPION
2018-231Suning GamingInvictus Gaming:Baolan,Alistar,HAS_CHAMPION
2018-231Suning GamingInvictus Gaming:Duke,Dr. Mundo,HAS_CHAMPION
2018-232Invictus GamingSuning Gaming:JackeyLove,Lucian,HAS_CHAMPION
2018-232Invictus GamingSuning Gaming:Ning,Nocturne,HAS_CHAMPION
2018-232Invictus GamingSuning Gaming:RooKie,Irelia,HAS_CHAMPION
2018-232Invictus GamingSuning Gaming:Baolan,Shen,HAS_CHAMPION
2018-232Invictus GamingSuning Gaming:Duke,Dr. Mundo,HAS_CHAMPION
2018-232Invictus GamingSuning Gaming:Fury,KaiSa,HAS_CHAMPION
2018-232Invictus GamingSuning Gaming:H4cker,Graves,HAS_CHAMPION
2018-232Invictus GamingSuning Gaming:fenfen,Braum,HAS_CHAMPION
2018-232Invictus GamingSuning Gaming:Yoon,Alistar,HAS_CHAMPION
2018-232Invictus GamingSuning Gaming:XiaoAL,Aatrox,HAS_CHAMPION
2018-233Suning GamingInvictus Gaming:Fury,Vladimir,HAS_CHAMPION
2018-233Suning GamingInvictus Gaming:H4cker,Olaf,HAS_CHAMPION
2018-233Suning GamingInvictus Gaming:fenfen,Irelia,HAS_CHAMPION
2018-233Suning GamingInvictus Gaming:Yoon,Fiddlesticks,HAS_CHAMPION
2018-233Suning GamingInvictus Gaming:XiaoAL,Dr. Mundo,HAS_CHAMPION
2018-233Suning GamingInvictus Gaming:JackeyLove,Lucian,HAS_CHAMPION
2018-233Suning GamingInvictus Gaming:Ning,Nocturne,HAS_CHAMPION
2018-233Suning GamingInvictus Gaming:RooKie,Ryze,HAS_CHAMPION
2018-233Suning GamingInvictus Gaming:Baolan,Pyke,HAS_CHAMPION
2018-233Suning GamingInvictus Gaming:Duke,Darius,HAS_CHAMPION
2018-231JD GamingLGD Gaming:LokeN,Ezreal,HAS_CHAMPION
2018-231JD GamingLGD Gaming:Clid,Camille,HAS_CHAMPION
2018-231JD GamingLGD Gaming:Yagao,Zoe,HAS_CHAMPION
2018-231JD GamingLGD Gaming:LvMao,Leona,HAS_CHAMPION
2018-231JD GamingLGD Gaming:Zoom,Dr. Mundo,HAS_CHAMPION
2018-231JD GamingLGD Gaming:Y4,KaiSa,HAS_CHAMPION
2018-231JD GamingLGD Gaming:Eimy,Nocturne,HAS_CHAMPION
2018-231JD GamingLGD Gaming:Yuuki,Irelia,HAS_CHAMPION
2018-231JD GamingLGD Gaming:Pyl,Fiddlesticks,HAS_CHAMPION
2018-231JD GamingLGD Gaming:Jinoo,Singed,HAS_CHAMPION
2018-232LGD GamingJD Gaming:Y4,Xayah,HAS_CHAMPION
2018-232LGD GamingJD Gaming:Eimy,Taliyah,HAS_CHAMPION
2018-232LGD GamingJD Gaming:Yuuki,Zoe,HAS_CHAMPION
2018-232LGD GamingJD Gaming:Pyl,Rakan,HAS_CHAMPION
2018-232LGD GamingJD Gaming:Jinoo,Dr. Mundo,HAS_CHAMPION
2018-232LGD GamingJD Gaming:LokeN,Ezreal,HAS_CHAMPION
2018-232LGD GamingJD Gaming:Clid,Camille,HAS_CHAMPION
2018-232LGD GamingJD Gaming:Yagao,Yasuo,HAS_CHAMPION
2018-232LGD GamingJD Gaming:LvMao,Fiddlesticks,HAS_CHAMPION
2018-232LGD GamingJD Gaming:Zoom,Aatrox,HAS_CHAMPION
2018-233JD GamingLGD Gaming:LokeN,Ezreal,HAS_CHAMPION
2018-233JD GamingLGD Gaming:Clid,Graves,HAS_CHAMPION
2018-233JD GamingLGD Gaming:Yagao,Zoe,HAS_CHAMPION
2018-233JD GamingLGD Gaming:LvMao,Alistar,HAS_CHAMPION
2018-233JD GamingLGD Gaming:Zoom,Maokai,HAS_CHAMPION
2018-233JD GamingLGD Gaming:Y4,KaiSa,HAS_CHAMPION
2018-233JD GamingLGD Gaming:Eimy,Taliyah,HAS_CHAMPION
2018-233JD GamingLGD Gaming:Yuuki,LeBlanc,HAS_CHAMPION
2018-233JD GamingLGD Gaming:Pyl,Shen,HAS_CHAMPION
2018-233JD GamingLGD Gaming:Jinoo,Singed,HAS_CHAMPION
2018-231Vici GamingJD Gaming:Snow,Vladimir,HAS_CHAMPION
2018-231Vici GamingJD Gaming:Swift,Camille,HAS_CHAMPION
2018-231Vici GamingJD Gaming:FireRain,Galio,HAS_CHAMPION
2018-231Vici GamingJD Gaming:Caveman,Morgana,HAS_CHAMPION
2018-231Vici GamingJD Gaming:Aodi,Irelia,HAS_CHAMPION
2018-231Vici GamingJD Gaming:LokeN,Ezreal,HAS_CHAMPION
2018-231Vici GamingJD Gaming:Clid,Nocturne,HAS_CHAMPION
2018-231Vici GamingJD Gaming:Yagao,Taliyah,HAS_CHAMPION
2018-231Vici GamingJD Gaming:LvMao,Shen,HAS_CHAMPION
2018-231Vici GamingJD Gaming:Zoom,Ornn,HAS_CHAMPION
2018-232Vici GamingJD Gaming:Snow,Vladimir,HAS_CHAMPION
2018-232Vici GamingJD Gaming:Swift,Camille,HAS_CHAMPION
2018-232Vici GamingJD Gaming:FireRain,Irelia,HAS_CHAMPION
2018-232Vici GamingJD Gaming:Caveman,Morgana,HAS_CHAMPION
2018-232Vici GamingJD Gaming:Aodi,Dr. Mundo,HAS_CHAMPION
2018-232Vici GamingJD Gaming:LokeN,Ezreal,HAS_CHAMPION
2018-232Vici GamingJD Gaming:Clid,Graves,HAS_CHAMPION
2018-232Vici GamingJD Gaming:Yagao,Yasuo,HAS_CHAMPION
2018-232Vici GamingJD Gaming:LvMao,Fiddlesticks,HAS_CHAMPION
2018-232Vici GamingJD Gaming:Zoom,Ornn,HAS_CHAMPION
2018-231Royal Never Give UpVici Gaming:Able,Yasuo,HAS_CHAMPION
2018-231Royal Never Give UpVici Gaming:Karsa,Sejuani,HAS_CHAMPION
2018-231Royal Never Give UpVici Gaming:xiaohu,Taliyah,HAS_CHAMPION
2018-231Royal Never Give UpVici Gaming:Ming,Shen,HAS_CHAMPION
2018-231Royal Never Give UpVici Gaming:LetMe,Malphite,HAS_CHAMPION
2018-231Royal Never Give UpVici Gaming:Snow,Swain,HAS_CHAMPION
2018-231Royal Never Give UpVici Gaming:Swift,Trundle,HAS_CHAMPION
2018-231Royal Never Give UpVici Gaming:FireRain,Irelia,HAS_CHAMPION
2018-231Royal Never Give UpVici Gaming:Caveman,Tahm Kench,HAS_CHAMPION
2018-231Royal Never Give UpVici Gaming:Aodi,Aatrox,HAS_CHAMPION
2018-232Vici GamingRoyal Never Give Up:Snow,Swain,HAS_CHAMPION
2018-232Vici GamingRoyal Never Give Up:Swift,Taliyah,HAS_CHAMPION
2018-232Vici GamingRoyal Never Give Up:FireRain,Gangplank,HAS_CHAMPION
2018-232Vici GamingRoyal Never Give Up:Caveman,Morgana,HAS_CHAMPION
2018-232Vici GamingRoyal Never Give Up:Aodi,Darius,HAS_CHAMPION
2018-232Vici GamingRoyal Never Give Up:Able,Varus,HAS_CHAMPION
2018-232Vici GamingRoyal Never Give Up:Mlxg,Nocturne,HAS_CHAMPION
2018-232Vici GamingRoyal Never Give Up:xiaohu,Zoe,HAS_CHAMPION
2018-232Vici GamingRoyal Never Give Up:Ming,Shen,HAS_CHAMPION
2018-232Vici GamingRoyal Never Give Up:Zz1tai,Ornn,HAS_CHAMPION
2018-231Rogue WarriorsTeam WE:SmLz,Lucian,HAS_CHAMPION
2018-231Rogue WarriorsTeam WE:Flawless,Nocturne,HAS_CHAMPION
2018-231Rogue WarriorsTeam WE:Doinb,Ornn,HAS_CHAMPION
2018-231Rogue WarriorsTeam WE:killua,Soraka,HAS_CHAMPION
2018-231Rogue WarriorsTeam WE:Mouse,Dr. Mundo,HAS_CHAMPION
2018-231Rogue WarriorsTeam WE:Mystic,Varus,HAS_CHAMPION
2018-231Rogue WarriorsTeam WE:Condi,Camille,HAS_CHAMPION
2018-231Rogue WarriorsTeam WE:xiye,Irelia,HAS_CHAMPION
2018-231Rogue WarriorsTeam WE:Missing,Morgana,HAS_CHAMPION
2018-231Rogue WarriorsTeam WE:957,Gnar,HAS_CHAMPION
2018-232Rogue WarriorsTeam WE:SmLz,Ashe,HAS_CHAMPION
2018-232Rogue WarriorsTeam WE:Flawless,Taliyah,HAS_CHAMPION
2018-232Rogue WarriorsTeam WE:Doinb,Kled,HAS_CHAMPION
2018-232Rogue WarriorsTeam WE:killua,Tahm Kench,HAS_CHAMPION
2018-232Rogue WarriorsTeam WE:Mouse,Chogath,HAS_CHAMPION
2018-232Rogue WarriorsTeam WE:GENTLE,Swain,HAS_CHAMPION
2018-232Rogue WarriorsTeam WE:Pepper,Olaf,HAS_CHAMPION
2018-232Rogue WarriorsTeam WE:xiye,Lucian,HAS_CHAMPION
2018-232Rogue WarriorsTeam WE:Missing,Morgana,HAS_CHAMPION
2018-232Rogue WarriorsTeam WE:957,Ornn,HAS_CHAMPION
2018-231Snake EsportsTopsports Gaming:Guoguo,Vladimir,HAS_CHAMPION
2018-231Snake EsportsTopsports Gaming:SofM,Jayce,HAS_CHAMPION
2018-231Snake EsportsTopsports Gaming:Maestr0,Galio,HAS_CHAMPION
2018-231Snake EsportsTopsports Gaming:Hudie,Shen,HAS_CHAMPION
2018-231Snake EsportsTopsports Gaming:Flandre,Aatrox,HAS_CHAMPION
2018-231Snake EsportsTopsports Gaming:Qiuqiu,Swain,HAS_CHAMPION
2018-231Snake EsportsTopsports Gaming:Xx,Camille,HAS_CHAMPION
2018-231Snake EsportsTopsports Gaming:Ggoong,Zoe,HAS_CHAMPION
2018-231Snake EsportsTopsports Gaming:CAT,Pyke,HAS_CHAMPION
2018-231Snake EsportsTopsports Gaming:Lies,Darius,HAS_CHAMPION
2018-232Topsports GamingSnake Esports:Qiuqiu,Morgana,HAS_CHAMPION
2018-232Topsports GamingSnake Esports:Xx,Graves,HAS_CHAMPION
2018-232Topsports GamingSnake Esports:Ggoong,Galio,HAS_CHAMPION
2018-232Topsports GamingSnake Esports:CAT,Alistar,HAS_CHAMPION
2018-232Topsports GamingSnake Esports:Lies,Darius,HAS_CHAMPION
2018-232Topsports GamingSnake Esports:Guoguo,Swain,HAS_CHAMPION
2018-232Topsports GamingSnake Esports:SofM,Irelia,HAS_CHAMPION
2018-232Topsports GamingSnake Esports:Maestr0,Nautilus,HAS_CHAMPION
2018-232Topsports GamingSnake Esports:Hudie,Pyke,HAS_CHAMPION
2018-232Topsports GamingSnake Esports:Flandre,Dr. Mundo,HAS_CHAMPION
2018-231Topsports GamingFunplus Phoenix:Qiuqiu,Vladimir,HAS_CHAMPION
2018-231Topsports GamingFunplus Phoenix:Xx,Nocturne,HAS_CHAMPION
2018-231Topsports GamingFunplus Phoenix:Ggoong,Lissandra,HAS_CHAMPION
2018-231Topsports GamingFunplus Phoenix:CAT,Shen,HAS_CHAMPION
2018-231Topsports GamingFunplus Phoenix:MaRin,Aatrox,HAS_CHAMPION
2018-231Topsports GamingFunplus Phoenix:Cool,Swain,HAS_CHAMPION
2018-231Topsports GamingFunplus Phoenix:Xinyi,Braum,HAS_CHAMPION
2018-231Topsports GamingFunplus Phoenix:Lwx,KaiSa,HAS_CHAMPION
2018-231Topsports GamingFunplus Phoenix:Crisp,Taric,HAS_CHAMPION
2018-231Topsports GamingFunplus Phoenix:GimGoon,Camille,HAS_CHAMPION
2018-232Funplus PhoenixTopsports Gaming:Lwx,Ezreal,HAS_CHAMPION
2018-232Funplus PhoenixTopsports Gaming:Xinyi,Graves,HAS_CHAMPION
2018-232Funplus PhoenixTopsports Gaming:Cool,Irelia,HAS_CHAMPION
2018-232Funplus PhoenixTopsports Gaming:Crisp,Braum,HAS_CHAMPION
2018-232Funplus PhoenixTopsports Gaming:GimGoon,Aatrox,HAS_CHAMPION
2018-232Funplus PhoenixTopsports Gaming:Qiuqiu,Lucian,HAS_CHAMPION
2018-232Funplus PhoenixTopsports Gaming:Xx,Xin Zhao,HAS_CHAMPION
2018-232Funplus PhoenixTopsports Gaming:Ggoong,Vladimir,HAS_CHAMPION
2018-232Funplus PhoenixTopsports Gaming:CAT,Alistar,HAS_CHAMPION
2018-232Funplus PhoenixTopsports Gaming:Lies,Jax,HAS_CHAMPION
2018-233Topsports GamingFunplus Phoenix:Qiuqiu,Vladimir,HAS_CHAMPION
2018-233Topsports GamingFunplus Phoenix:Xx,Camille,HAS_CHAMPION
2018-233Topsports GamingFunplus Phoenix:Ggoong,Cassiopeia,HAS_CHAMPION
2018-233Topsports GamingFunplus Phoenix:CAT,Gragas,HAS_CHAMPION
2018-233Topsports GamingFunplus Phoenix:Lies,Darius,HAS_CHAMPION
2018-233Topsports GamingFunplus Phoenix:Lwx,Lucian,HAS_CHAMPION
2018-233Topsports GamingFunplus Phoenix:Xinyi,Graves,HAS_CHAMPION
2018-233Topsports GamingFunplus Phoenix:Cool,Irelia,HAS_CHAMPION
2018-233Topsports GamingFunplus Phoenix:Crisp,Fiddlesticks,HAS_CHAMPION
2018-233Topsports GamingFunplus Phoenix:GimGoon,Dr. Mundo,HAS_CHAMPION
770432:Sword,Gnar,HAS_CHAMPION
770432:Tarzan,Trundle,HAS_CHAMPION
770432:Chovy,Aatrox,HAS_CHAMPION
770432:Viper,Vladimir,HAS_CHAMPION
770432:Lehends,Pyke,HAS_CHAMPION
770432:Kiin,Dr. Mundo,HAS_CHAMPION
770432:Spirit,Kindred,HAS_CHAMPION
770432:Kuro,Zoe,HAS_CHAMPION
770432:Aiming,Yasuo,HAS_CHAMPION
770432:TusiN,Alistar,HAS_CHAMPION
770437:Kiin,Gragas,HAS_CHAMPION
770437:Spirit,Trundle,HAS_CHAMPION
770437:Kuro,Zoe,HAS_CHAMPION
770437:Kramer,Velkoz,HAS_CHAMPION
770437:TusiN,Tahm Kench,HAS_CHAMPION
770437:Sword,Dr. Mundo,HAS_CHAMPION
770437:Tarzan,Sejuani,HAS_CHAMPION
770437:Chovy,Yasuo,HAS_CHAMPION
770437:Viper,Vladimir,HAS_CHAMPION
770437:Lehends,Soraka,HAS_CHAMPION
770438:Smeb,Ornn,HAS_CHAMPION
770438:Score,Camille,HAS_CHAMPION
770438:Ucal,Zoe,HAS_CHAMPION
770438:Deft,Varus,HAS_CHAMPION
770438:Mata,Morgana,HAS_CHAMPION
770438:Lindarang,Dr. Mundo,HAS_CHAMPION
770438:SeongHwan,Kindred,HAS_CHAMPION
770438:Lava,Syndra,HAS_CHAMPION
770438:Sangyoon,Ashe,HAS_CHAMPION
770438:Key,Nami,HAS_CHAMPION
770475:Lindarang,Dr. Mundo,HAS_CHAMPION
770475:SeongHwan,Kindred,HAS_CHAMPION
770475:Lava,Swain,HAS_CHAMPION
770475:Sangyoon,Ezreal,HAS_CHAMPION
770475:Key,Taric,HAS_CHAMPION
770475:Smeb,Gangplank,HAS_CHAMPION
770475:Score,Sejuani,HAS_CHAMPION
770475:Ucal,Talon,HAS_CHAMPION
770475:Deft,Varus,HAS_CHAMPION
770475:Mata,Braum,HAS_CHAMPION
770540:Crazy,Dr. Mundo,HAS_CHAMPION
770540:Bono,Kindred,HAS_CHAMPION
770540:Tempt,Orianna,HAS_CHAMPION
770540:Ghost,Varus,HAS_CHAMPION
770540:IgNar,Shen,HAS_CHAMPION
770540:SoHwan,Darius,HAS_CHAMPION
770540:UmTi,Trundle,HAS_CHAMPION
770540:Grace,LeBlanc,HAS_CHAMPION
770540:Teddy,Swain,HAS_CHAMPION
770540:Nova,Morgana,HAS_CHAMPION
770586:SoHwan,Darius,HAS_CHAMPION
770586:UmTi,Nocturne,HAS_CHAMPION
770586:Grace,Lulu,HAS_CHAMPION
770586:Teddy,Ryze,HAS_CHAMPION
770586:Nova,Tahm Kench,HAS_CHAMPION
770586:Crazy,Dr. Mundo,HAS_CHAMPION
770586:Bono,Taliyah,HAS_CHAMPION
770586:Tempt,Kled,HAS_CHAMPION
770586:Ghost,Vladimir,HAS_CHAMPION
770586:IgNar,Shen,HAS_CHAMPION
770624:ADD,Darius,HAS_CHAMPION
770624:Yondu,Trundle,HAS_CHAMPION
770624:Ian,Swain,HAS_CHAMPION
770624:MaHa,Malzahar,HAS_CHAMPION
770624:Max,Brand,HAS_CHAMPION
770624:Khan,Kled,HAS_CHAMPION
770624:Cuzz,Sejuani,HAS_CHAMPION
770624:Bdd,Talon,HAS_CHAMPION
770624:PraY,Vladimir,HAS_CHAMPION
770624:GorillA,Shen,HAS_CHAMPION
770655:Khan,Dr. Mundo,HAS_CHAMPION
770655:Peanut,Trundle,HAS_CHAMPION
770655:Bdd,Zoe,HAS_CHAMPION
770655:PraY,Varus,HAS_CHAMPION
770655:GorillA,Tahm Kench,HAS_CHAMPION
770655:ADD,Camille,HAS_CHAMPION
770655:Yondu,Sejuani,HAS_CHAMPION
770655:Ian,Syndra,HAS_CHAMPION
770655:MaHa,Morgana,HAS_CHAMPION
770655:Max,Shen,HAS_CHAMPION
770737:Sword,Dr. Mundo,HAS_CHAMPION
770737:Tarzan,Nocturne,HAS_CHAMPION
770737:Chovy,Galio,HAS_CHAMPION
770737:Viper,Ezreal,HAS_CHAMPION
770737:Lehends,Shen,HAS_CHAMPION
770737:CuVee,Gangplank,HAS_CHAMPION
770737:Haru,Rengar,HAS_CHAMPION
770737:Fly,Swain,HAS_CHAMPION
770737:Ruler,Ashe,HAS_CHAMPION
770737:CoreJJ,Tahm Kench,HAS_CHAMPION
770748:CuVee,Dr. Mundo,HAS_CHAMPION
770748:Ambition,Sejuani,HAS_CHAMPION
770748:Crown,Malzahar,HAS_CHAMPION
770748:Ruler,KogMaw,HAS_CHAMPION
770748:CoreJJ,Tahm Kench,HAS_CHAMPION
770748:Sword,Kennen,HAS_CHAMPION
770748:Tarzan,Zac,HAS_CHAMPION
770748:Chovy,Zoe,HAS_CHAMPION
770748:Viper,Morgana,HAS_CHAMPION
770748:Lehends,Shen,HAS_CHAMPION
770748:Panky,Darius,HAS_CHAMPION
770748:Kirei,Kindred,HAS_CHAMPION
770748:Humanoid,Zoe,HAS_CHAMPION
770748:Berentt,Swain,HAS_CHAMPION
770748:LongB,Braum,HAS_CHAMPION
770748:Ragner,Dr. Mundo,HAS_CHAMPION
770748:Stefan,Gragas,HAS_CHAMPION
770748:Milica,Galio,HAS_CHAMPION
770748:Hades,Draven,HAS_CHAMPION
770748:Tolerant,Pyke,HAS_CHAMPION
770753:Sword,Darius,HAS_CHAMPION
770753:Tarzan,Zac,HAS_CHAMPION
770753:Chovy,Zoe,HAS_CHAMPION
770753:Viper,Taliyah,HAS_CHAMPION
770753:Lehends,Shen,HAS_CHAMPION
770753:CuVee,Dr. Mundo,HAS_CHAMPION
770753:Ambition,Sejuani,HAS_CHAMPION
770753:Crown,Velkoz,HAS_CHAMPION
770753:Ruler,KogMaw,HAS_CHAMPION
770753:CoreJJ,Taric,HAS_CHAMPION
770790:Lindarang,Dr. Mundo,HAS_CHAMPION
770790:SeongHwan,Sejuani,HAS_CHAMPION
770790:Lava,Swain,HAS_CHAMPION
770790:Sangyoon,Xayah,HAS_CHAMPION
770790:Key,Rakan,HAS_CHAMPION
770790:Thal,Darius,HAS_CHAMPION
770790:Blank,Kindred,HAS_CHAMPION
770790:Faker,Galio,HAS_CHAMPION
770790:Bang,Karthus,HAS_CHAMPION
770790:Effort,Shen,HAS_CHAMPION
770800:Thal,Swain,HAS_CHAMPION
770800:Blank,Zac,HAS_CHAMPION
770800:Faker,Yasuo,HAS_CHAMPION
770800:Bang,Varus,HAS_CHAMPION
770800:Effort,Braum,HAS_CHAMPION
770800:Lindarang,Dr. Mundo,HAS_CHAMPION
770800:SeongHwan,Sejuani,HAS_CHAMPION
770800:Lava,Talon,HAS_CHAMPION
770800:Sangyoon,Ezreal,HAS_CHAMPION
770800:Key,Morgana,HAS_CHAMPION
770804:Lindarang,Dr. Mundo,HAS_CHAMPION
770804:SeongHwan,Kindred,HAS_CHAMPION
